9071 USA|TX Team Scorpion
9072 USA|MO Rising Phoenix 
9073 USA|VA Knightrix
9074 USA|CA Robo-Scorpions
9075 USA|FL The Funky Bunch
9076 USA|NC Sketchy Engineering
9078 USA|MN Ground Zero
9084 USA|MT Timber Tech
9085 USA|PA Pottsgrove High School
9087 USA|MI Twisted Devils Green
9089 USA|WY RoboBroncs Team 2
9092 USA|MO Smitty Werben Jaeger Man Jensen
9094 USA|NY EDISON Robots
9096 USA|CO C2 Botz
9098 USA|CA Secreter Team
9099 USA|MO Ritenour RoboHounds
9102 USA|KS Ravonics Orion
9103 USA|KS Ravonics Rover
9104 USA|KS Ravonics Apollo
9105 USA|KS Ravonics Voyager
9106 USA|KS Ravonics Genesis
9107 USA|KS Ravonics Curiosity
9108 USA|KS Ravonics Spitzer
9109 USA|KS Ravonics Endeavour
9110 USA|FL WiredCats Omega
9112 USA|UT Skeleton Crew
9113 USA|IL Need for Speed
9121 USA|SC Falcon Force
9122 USA|NY Infernobotix
9123 USA|OR MechaniCougs
9128 USA|RI Mounties
9129 USA|NJ Demon's Run
9133 USA|MI Robo Dawgs
9137 USA|NY BECA Hexabots
9141 USA|TX Robois
9145 USA|TX The Horse of Steel
9146 USA|MO Mecha Panteras
9147 USA|NC Beyond the Realm of Probabilities
9160 USA|GA Epic Pi Bots
9161 USA|TX Overload
9162 USA|IL Speer Academy
9163 USA|IL Techna Gators
9164 Mexico|BCN Zorrobots
9167 USA|TX Robosapiens
9168 USA|ND ThunderBots
9175 USA|FL Warrior Bots
9178 USA|TX Almighty Rams
9180 USA|AK Phantom Wolves
9181 USA|NH MasterMinds
9182 USA|MN Short Circuits
9187 USA|GA MCHSBULLDOG
9188 USA|TN HALL-E
9189 USA|IL Optimus Primates
9191 USA|TX Beta Testers
9197 USA|OH The Catalysts
9198 USA|MO Royal Robotics
9200 USA|TX FTC9200
9201 USA|TX FTC9201
9202 USA|VA Her Majesty's Engineers
9203 USA|IA Chaotic Cool Cats
9204 USA|TX  Bold Gold TECH
9205 USA|MN Iron Maidens
9206 USA|GA iRobotics
9214 USA|FL RhoBeta
9215 USA|IA Team Talos
9219 USA|RI If It Ain't Broke
9220 USA|CA Rancho Rebel Robotics
9223 USA|LA The Power-Struck Girls
9224 USA|WI Rock-em Sock-em Robots
9231 USA|OR Big Bots
9239 USA|IL WOW (Wise Owl Warriors) 
9242 USA|PA GearHounds
9244 USA|NJ Lenape Robotics
9247 USA|CA Chromium Robotics
9249 USA|MN SHEnanigans
9254 USA|CA STEM Punks
9256 USA|TX Robo*Bison Esfuerzo
9257 USA|MN Wheely Cool
9258 USA|MN The Glorious Dweebs
9261 USA|CA Level Up
9266 USA|CA Pyrobots
9277 USA|FL HazMat Robotics Explosives
9290 USA|OH Techtonic Titans
9294 USA|NY TITAN
9295 USA|NY Speedy
9297 USA|MI Tractor Technicians in Training (Red)
9298 USA|MS Bionic Cobras
9300 USA|MA WRHS Robotics
9301 USA|MI Robobucs
9324 USA|CA BWS Eagles
9326 USA|MA Liquid Oxygen
9328 USA|MO Oakville Tigers
9330 USA|WA NeoBots
9338 USA|MD Lightning Coalition Robotics
9339 USA|OR Rogue Mafia
9342 USA|IL The Incredibots
9351 Mexico|CHH Botrregos Jr. Delta
9352 USA|MI Holbrook Hawks
9354 USA|NY Team Pink Panthers
9356 USA|IA EngiNerds
9357 USA|OR Get Pumped
9359 USA|MN Circuit Snakes
9362 USA|TX Samurai Robotics
9365 USA|IL Atlas Engineering
9366 USA|MI Artificial Ascent - City High Middle
9367 USA|CA Torrey Techies White
9370 USA|RI BVP Bots
9371 USA|NY General Relativity
9372 USA|NY Standard Model
9374 USA|WA Circuit Breakers
9375 USA|OR Go4Bot-Go4Hazard
9376 USA|MI LMS Lancers
9377 USA|TX ROBUFFS Yellow Submarine
9378 USA|HI Falcons
9381 USA|TX Hot Bots Purple
9386 USA|TX Elmer and Elsie Robotics
9387 USA|WA Shifting Gears
9392 USA|MO Junior (Yellow) Jackets
9402 USA|TX CyberSwarm
9403 USA|TX Hive of Steel
9404 USA|MI CA Frost Environment Sci Academy High/Middle
9410 USA|IL Frank's Garage
9411 USA|IL Rolling Thunder
9412 USA|MI Johnny 5's
9415 USA|MN Wrench Dressing 
9418 USA|MN Tempest Automatons
9421 USA|NY Harborfields Varsity Tornadoes
9430 USA|MN Typhoons
9432 USA|CA Blood, Sweat, & Gears
9433 USA|CA Twisted Metal
9435 USA|FL Mechanical Eagles
9439 USA|DE Bumble Bots
9441 USA|CA Syndicate
9444 USA|FL FLA Tech 2.0
9445 USA|MD GaCo North Middle
9448 USA|CA Wolves
9449 USA|OR LoggerRobotics
9450 USA|MD Falcons FIRST
9452 USA|MD WCHS Bulldogs
9453 USA|TX Lyons Tech
9454 USA|PA FreshBots 
9458 USA|MI American Jackets
9459 USA|MN Mythic
9464 USA|NY Holy Cross Academy - Oneida
9467 USA|WA Matrix 2.0
9470 USA|OR Jefferson High School / SEI
9473 USA|ND RoboCats
9476 USA|MI Advanced Skilltronics
9478 USA|NC Metalheads
9485 USA|TX GLAMAZONS
9486 USA|PA Scigearian Tigers
9499 USA|MI Destrobots
9500 USA|MI Raider Bots
9501 USA|NY Zero to Robo
9503 USA|TX PURPLE COBRAS
9505 USA|ND Roboteers
9506 USA|IL Quadratic Crushers
9507 USA|NV Reedbotics
9509 USA|RI Patriots
9511 USA|TX Dallas Nation
9512 USA|CA Hippie Bots
9513 USA|CA Rage Against The Other Machines
9514 USA|MI Cardinal Overload
9517 USA|WA Robocubs
9520 USA|OR Madatronics
9527 USA|TX Rogue Resistance
9530 USA|MD Gunston Herons
9533 USA|NJ Brave-inators
9534 USA|MS Ingomar RoboFalcons
9536 USA|MN Slobberbots
9540 USA|KY White Thunder
9547 USA|TX Panthers
9548 USA|NC Highly Combustible
9554 USA|NJ alt+F4+ent
9563 USA|NJ Cougar Stars
9566 USA|IA Tech Bam
9567 USA|OR Cybernetic Elks
9568 USA|PA Olney Trojan Robotics 
9569 USA|IA BK Robo
9570 USA|PA GearGirls
9572 USA|MI ChatterBoltz
9575 USA|IA Error 404
9576 USA|WA Chicken Whips
9577 USA|MN Lake Crystal Knights
9578 USA|CA Purple Pi
9579 USA|MO Poplar Bluff Iron Mules
9581 USA|NC Ravens Robotics
9593 USA|IL Dimly Lit Bulbs
9600 USA|CA Lady Panthers
9603 USA|CA Got Robots?
9606 USA|OH Smoking Motors
9607 USA|AE BHS Robotics
9608 USA|TX Cyberpride
9611 USA|IN EC Central Tech Squad
9612 USA|MO Oakville Robotics 2
9614 USA|CA Hyperion
9617 USA|MN Loose Screws
9618 USA|PA Cyber Spartans
9620 USA|NH R.O.U.S.'s (Robots of Unusual Size)
9622 USA|VT Raider-Bots
9624 USA|MI Spartobots 
9625 USA|MO Panzerkampfwagen
9631 USA|VA CyberKnights
9633 USA|WY Pinedale 4H Robotics
9637 USA|LA The Dominican Indiana Janes
9650 USA|CT Blockhead Robotics
9655 USA|GA Logix Robotics
9656 USA|CA Omega
9657 USA|CA Athena Robotics
9659 USA|UT LazerPandas 9659
9661 USA|LA Storm Chasers
9667 USA|MD Goldogs
9670 USA|TN Robo trojans
9671 USA|FL Tomahawk Technauts
9680 USA|CA Bonita High Robotics
9681 USA|NY Parallel Lions
9683 USA|DE ITSAR_9683
9686 USA|GA Raiders of the ARC Black
9689 USA|UT Ogden High School
9695 USA|AZ BCHS Electric Eagles
9698 USA|IL West Aurora Robotics
9707 USA|ND Saints
9708 USA|IA Sparklebots
9709 USA|NJ RC Robotics
9721 USA|VT Green Mountain Gears
9725 USA|MA Architechti Newmani
9727 USA|CA Armored Patriots
9728 USA|TX Metal Militia
9734 USA|PA Andromeda
9735 USA|TX The Byrd Dawgs
9743 USA|AZ Stingers
9760 USA|MN Circuit Breakerz
9761 USA|UT The PrestidigiTaters
9762 USA|FL Radio Active
9764 USA|WA Eastmont High School
9765 USA|NJ Mechanized Bacon
9766 USA|IN Tribe Tech Robotics
9768 USA|LA Steel Eagles
9769 USA|OR Total Chaos
9770 USA|MD Robots, Inc.
9771 USA|OH Spartans
9772 USA|HI LJA Bulldogs
9773 USA|NY Robocracy
9775 USA|IL Intrinsic Schools Belmont Campus
9776 USA|OR The United Nerds
9777 USA|CA Reauxbatons
9778 USA|TX Robotic Chinchillas
9779 USA|FL PIEaters
9781 USA|AK Gravity Check
9784 USA|CA Dry Ice
9785 USA|GA Cronos
9786 USA|TN Torque Force Robotics
9788 USA|IL Manual Academy RoboRams II
9790 USA|IN Vier Left
9791 USA|PA Divide by Zero
9792 USA|MO GSA RoboNerds
9793 USA|TX RobotSEA
9794 USA|MD Wizards.exe
9798 USA|MO N.E.R.D.S
9799 USA|MD Ingenerds
9800 USA|FL HyperNovas
9801 USA|MN Titanium Minds
9803 USA|VA Orange County High School Hornets
9804 USA|CA Bomb Squad
9808 USA|KS Team Chargers
9809 USA|MT Oscuro Luz
9812 USA|OH T-Noble
9813 USA|VA Kilroy Jr. Robotics
9816 USA|IN Tigears
9819 USA|MI RoboRats
9820 USA|PA Girls of Steel Hypatia
9825 USA|VA Electrobotz
9828 USA|OH Ultron Unit 
9829 USA|TX MAKbots
9830 USA|VA RobotLits
9832 USA|NY Robomaniacs
9835 USA|GA Robochicks
9836 USA|CA ElectroMedics Gold
9837 USA|CA Ravenettes
9838 USA|OK elopdat
9839 USA|TX Engineers of Olympus
9840 USA|TX Royal Robotics
9841 USA|MI Liberty Lions
9842 USA|MI Fighting Lions
9847 USA|OK MeteorBots
9848 USA|NJ Mechanical Pioneers
9849 USA|MO The Small Fries
9850 USA|HI Hoco
9851 USA|OR C4
9853 USA|NJ Chatham Cougars
9854 USA|PA Penn Charter Robotics
9855 USA|MI Mattawan FTC RoboKats - CyberKlaws
9856 USA|MO Eagle Robotics - Fire Chasers
9859 USA|MI Raiders of the Lost Bark
9861 USA|MI Cavalier Cougars
9862 USA|IN CTRL+ALT+DESTROY
9863 USA|PA MASHellaneous
9864 USA|IN Jug Rox Robotix
9865 USA|WA Error 404: Page Not Found
9866 USA|MD VIRUS
9867 USA|MA Evolution Robotics
9872 USA|PA (In)Formal Logic
9873 USA|CA PikaTech
9876 USA|WA The Countdown
9879 USA|AR Root Negative One
9881 USA|CA Golden Gears
9882 USA|VA Spegonauts
9883 USA|MI Mighty Michigan Mechanics - M3
9884 USA|WA Eastside Prep JV
9886 USA|TX MESH
9887 USA|CA RoboVikings
9889 USA|NJ Cruise Control
9890 USA|MN The Rubies
9892 USA|CA EngiNERDs
9894 USA|CA RoboLions
9895 USA|MI Robohills
9897 USA|ID Post Falls High School
9898 USA|OK Commandobots
9899 USA|CO Black Diamond Robotics
9901 USA|VA Techie Titans
9902 USA|CA San Clemente High Robotics Team
9905 USA|MO Rampunzel
9907 USA|OR DON'T PANIC and Always Carry a Towel
9908 USA|MI The Killer Coders
9910 USA|RI Bionic Scorpions
9911 USA|MO 16 Gigs of RAM
9912 USA|TN Scarabs
9914 USA|CA RoboWarriors
9915 USA|WA Robo Thunder
9918 USA|VA RAD
9921 USA|NJ PATRIOTS
9923 USA|TX Team AAA
9924 USA|CA The White Hat Hackers
9925 USA|IA Delta Robotics
9927 USA|NJ MidKnight Nova
9929 USA|IL TNT (Tech Ninja Team)
9930 USA|FL Robo-Knights
9931 USA|MI Northeast Middle School - Viking Vigilantes
9933 USA|MI GBEMS - Blazin' Turtles
9934 USA|TN Webb Robotics
9935 USA|VA Rebel Robotics
9937 USA|FL Gamma Rays Atlantic Coast High
9938 USA|FL Baldwin Middle/Senior
9941 USA|FL Ram Robotics
9943 USA|FL Robert E. Lee High School
9944 USA|FL SATURN
9948 USA|MN A.S.A.P.
9949 USA|MN OtterBots
9950 USA|IA Tachyon Travelers
9952 USA|OH CHCA Beak Squad 7-8
9956 USA|WI The Knack
9957 USA|MD Robocraft
9958 USA|LA Redfish Robotics
9960 USA|MO N.E.R.D.S
9962 USA|AL Robo Knights
9963 USA|ND Comets 
9964 USA|MN Duluth Krakens
9965 USA|CA MSET Lionfish
9966 USA|MO This Side Up
9967 USA|IA Geared Up
9968 USA|IA CrossFire
9970 USA|OR Stellar Pixels
9971 USA|NJ LANbros
9972 USA|MN Iron Gears
9973 USA|IA Scrap Mechanics
9974 USA|IA T.H.O.R. 
9976 USA|AL Cyber Warriors
9977 USA|NC Circuit Shifters
9978 USA|IA Avengers Tech
9979 USA|PA Cougars
9980 USA|OH Fitch Millennium Falcons
9981 USA|PA Girls of Steel Lovelace
9983 USA|IA Robo Falcons B
9984 USA|NY JavaScouts
9985 USA|IL Washington Robotics
9986 USA|FL EagleBotics Navy
9987 USA|FL EagleBotics Gold
9988 USA|IA Taft Robotics
9989 USA|NC Golden Eagles
9990 USA|NC Robo Vikings
9991 USA|NC Duly Noted 
9992 USA|NC Techno Tigers
9993 USA|NC Storm Bots
9994 USA|NC Kearns Robotics
9995 USA|NC Bennetrix
9997 USA|PA Wolf Pack Robotics
10001 USA|MD RoboCavs Silver
10002 USA|PA Herculean Dynamite
10005 USA|TX Blood Sweat and Gears
10006 USA|CA Spudnik
10012 USA|IA Nevada Nerds Anonymous
10013 USA|FL Master Builders
10015 Canada|AB SWAT Bots (Red)
10016 USA|MI Clarkston RoboWolves
10019 USA|MI Eppler Robo-TICS
10020 USA|MI Galvanized Gadgets
10021 USA|SC The Red Legion
10022 USA|FL WiredCats Gen 3
10023 USA|CA GatorBots
10025 USA|MD HV4HR
10030 USA|OH 7SigmaRoboticsorg
10031 USA|MI  Red Storm Robotics-Blue
10034 USA|TN SFMS TEAM IMPACT
10035 USA|MI Robo Rangers
10037 USA|MI M.A.R.S. Mini Rovers
10038 USA|IA Illuminati Confirmed
10040 USA|MI Robotic Narwhals
10041 USA|MI Blackrock Bots
10047 USA|MD Galactic Tigers
10051 USA|NJ TECHNOLOGIC
10052 USA|OK Salina Robocats
10053 USA|NJ Iron Eagles
10055 USA|TX Momentum-2
10056 USA|TX Momentum-3
10058 USA|MI Wild Cards
10060 USA|OR Klamath Coyotes
10062 USA|MI Robogators
10064 USA|TX Lady Gears
10068 USA|GA Duct-Ties & Zip-Tape
10069 USA|IA Autonomous Anonymous
10071 USA|IA Nuts, Bolts, and Issues
10072 USA|GA Pixilation Nation
10075 USA|MN Allstar BEARS
10076 USA|MN PixelLogic
10077 USA|MN The UnBEARables
10078 USA|MD EngiNerds
10080 USA|NV Scorpions
10082 USA|IA Mechanicats
10084 USA|OH Team Calamari
10087 USA|FL FatherBoards
10088 USA|FL SharkBeta
10091 USA|IL N.Y.A.N. Robotics - Not Your Average Nerds
10092 USA|CA Green.Griffins;
10093 USA|IL RoboKays
10095 USA|TX Revelation
10096 USA|NJ Those Guys
10098 USA|PA 2 Eyed Illuminati
10099 USA|AK Chain Reaction
10100 USA|WI Phoenix Force
10101 USA|IL Binary Bullets
10104 USA|MI That OTHER Team
10106 USA|MO CBC Robotics
10107 USA|IA A League Of Their Own
10109 USA|IL D-Elite
10110 USA|IA Pixel Knights
10111 USA|AZ Herberger Javelinas
10113 USA|PA NZ.1
10117 USA|OH Party Pandas
10123 USA|MO GHS Robotics Red
10124 USA|MI Trial and Error
10127 USA|MO Tesla's Knights
10130 USA|FL Crown Joules
10132 USA|CT Winged Beavers
10133 USA|IN Machines of Mayhem 
10136 USA|MI Frost RoboFalcons
10137 USA|MI Emerson RoboEagles
10138 USA|IL Newton Busters
10139 USA|IA Glitch Mob
10143 USA|TX TBD
10144 USA|OH Trial and Error
10145 USA|MD The Hive
10146 USA|IL Invader Bots
10148 USA|CA ART 
10150 USA|CA ART
10158 USA|GA Kronos Robotics
10159 USA|NJ Upgrade
10160 USA|IA Keokuk Middle School
10161 USA|NY Fayetteville Free Library FTC Team
10163 USA|CA KSJC
10165 USA|AL Apex Predators
10167 USA|FL Green Cove Springs Junior High
10168 USA|FL LJH Gator Techs
10169 USA|NY Mineola Motors
10173 USA|KS Ravonics Gemini
10176 USA|MI Robotex
10179 USA|FL Tech Turtles
10180 USA|MI Stein
10181 USA|IA Seagulls
10182 USA|IL DRW Cheetahs
10183 Germany|BW What the Frog
10185 USA|IA From The Island Of Misfit Robots
10188 USA|MO T-N-T
10191 USA|MS Trial and Error
10194 USA|PA Trojanauts
10195 USA|NC Night Owls
10198 USA|IA STEM Punk
10202 USA|MI Reese Rockets Middle School Robotics
10203 USA|NJ HuskieBots
10204 USA|FL Robotic Bacon Eating Narwhals
10210 USA|MI Aztechs
10211 USA|OH Team Hercules
10214 USA|IA Lightning Legends
10216 USA|MD SpiderByte
10217 USA|CA PUMA Robotics
10219 USA|GA Mt. Bethel Christian Academy
10223 USA|CO Team AIR
10230 USA|WA Granite Bots
10235 USA|MO Binary Busters
10236 USA|HI Buff Bots
10237 USA|OH US Robotics
10238 USA|MN T.I.G.E.R.
10239 USA|AZ Gatorbots
10240 USA|IL ShamBot Green
10241 USA|WY RoboBroncs Team 4
10243 USA|NJ Robotic Rams
10244 USA|WA S.W.A.G. Jr.
10245 USA|TX Sentinels
10246 USA|AZ The Midnight Cicadas
10247 Australia|SA Trinity BaCoNeers
10249 USA|IA Robotic Wolves Black
10250 USA|MI Falconators
10251 USA|NH 36 Cents
10253 USA|IL Bobcats Robotics
10254 USA|IL MCHS RoboLions
10255 USA|MI RoboDux
10256 USA|IA Robotic Wolves Green
10257 USA|IA Warriors of Steel
10259 USA|OK Science
10260 USA|OK Elementals
10262 USA|MI Pioπeers
10264 USA|OR Go4Bot-Go4n8ers
10265 USA|MO Force Green
10266 USA|IL Mach Speed
10267 USA|IL Gears of Fury
10268 USA|IL Gearaffes
10272 USA|MN Titanium Allies
10273 USA|MN Cat in The Hat Comes Back
10274 USA|OR MPHS Botcats
10275 USA|OR The Originals
10276 USA|FL Storm Troopers
10278 USA|MA SB Raiders
10280 USA|MI TechnoLions
10284 USA|FL Team R.O.B.O.T. (Really Obsessed Builders Of Tomorrow)
10285 USA|WA E2C2
10290 USA|UT Atomic Randomizers
10291 USA|WI Shorewood Robo-Hounds
10293 USA|IN Daleks
10294 USA|WI The Edge
10297 USA|MI Knights in Aluminium
10298 USA|CA Brain Stormz
10300 USA|NJ Robo-Dragons
10302 USA|TX Robohorns
10303 USA|IL Robot Rebellion
10306 USA|VA Seahorses
10307 USA|NC Tardigr-8
10308 USA|IL High Voltage Bandits
10309 USA|MI TechnoHuskies
10310 USA|NE Flyers
10312 USA|OK BearBotics
10315 USA|MI Tech Hawks - Burton Middle School
10318 USA|CA Ramdroids
10319 USA|MI Shawmut Hills
10320 USA|CA FaZe Robotix
10322 USA|NY Shark Byte
10323 USA|OH Robot Rams
10325 Canada|AB Wolvo-Bot
10331 USA|MA Hailstorm 
10332 USA|OR Technical Difficulties
10333 USA|PA TechSpark
10334 USA|FL Invaders
10335 USA|LA Team Hellion
10337 USA|LA Dark Matter
10338 USA|MD Dark Matters
10339 USA|OR 3.1415926535
10341 USA|OH Silicon Edge
10342 USA|WA The Electric Dogfish Experience
10343 USA|NJ WR Positive Charge
10345 USA|FL Royal Blue
10346 USA|OH Raider Robotics
10347 USA|FL General Tech
10348 USA|NM Gear Masters
10353 USA|PA Metal Works
10354 USA|TX Mustangs
10355 USA|OK Project Peacock
10357 USA|VA Volt-e-mort
10358 USA|VA Squatch Watch
10361 USA|TX Bushland Robotics- I'LL BE BOT
10364 USA|MN Time Pilots
10366 USA|FL WiredCats Future
10368 USA|OK Matrix Robotics
10369 USA|AZ Golden Eagles
10371 USA|IL The Greenies
10373 USA|UT Black Ops
10375 USA|PA MYC FTC 1
10376 USA|RI Cybears
10377 USA|VA FCHS FTC#2
10382 USA|MD TEC Tigers
10383 USA|IA Tech-Know-Logic
10385 USA|FL RoboTech Warriors
10387 USA|IL Red Hot
10390 USA|CA STEM Scouts At-Large
10391 USA|TN Lynx Robotics
10393 USA|NY Pink Droyd
10396 USA|GA Raiders of the ARC Silver
10397 USA|MN Ice Breakers
10398 USA|MN Quantum Mechanics
10401 USA|NY Team Awesome
10404 USA|TX Astrobots
10405 USA|TX Gh0st Knights
10410 USA|OH Roboteers
10413 USA|FL Imaginary Radicals
10414 USA|VA Why did it have to be snakes?
10415 USA|IL Warbots
10418 USA|OH Fitch Mechanical Talons
10419 USA|NY Syosset Elite
10420 USA|IL Mechanized Kay-OS
10421 USA|IL Kay Tech
10423 USA|MN Servo Pros
10424 USA|WA Primetime Robotics
10428 USA|OR Tactile Shrimp
10430 USA|MN Wiring Warriors
10431 USA|WA Tomato Farmers
10432 USA|MN Untitled 1
10434 USA|CA Negative Kelvin
10435 USA|IA Circuit Breakers
10436 USA|AR Wolfbytes
10437 USA|TX Robo-Sapiens
10438 USA|MI Ein
10439 USA|MN Final Frontier
10441 USA|OH Geared Up
10442 USA|VA Iron Giants
10444 USA|MO Chief Robotics
10448 USA|CO Wizards Robotics 10448
10452 USA|MD GaCo South Middle
10455 USA|IN Krusty Krushers
10458 USA|GA EVE
10460 USA|MO Bot Squad
10461 USA|CA iScouts
10464 USA|OH The Bionic Tigers
10465 USA|LA Patrick F. Taylor Academy High School Robotics
10466 USA|MN BECKER MS Atlantis
10468 USA|MN Becker MS Challenger
10469 USA|MN Black Sabers
10470 USA|MN Red Sabers
10472 USA|MA New Bedford Harpooners
10474 USA|MI Artificial Intellegence
10475 USA|NY The Spartan Bots
10476 USA|MO Iron Cats
10477 USA|MI Rapid Robots
10479 USA|TX Talon Industries
10481 USA|IL ShamBot Gold
10484 USA|MI Cyber Knights
10485 USA|OR Sabotage
10489 USA|OH Missing Parts
10490 USA|PA Fiddling Fixers
10491 USA|NC Tinker Bots
10492 USA|DC Visibots
10494 USA|ID роботы
10496 Australia|VIC Omnipotent Omniwheels
10497 USA|FL SwampBots
10502 USA|AK Kuskokwim Surf Monsters
10505 USA|IL Minivation
10510 USA|IL I'm BOTman
10515 USA|VA Xtreme Voltage
10516 USA|VA Thaitanium Tanks
10517 Australia|NSW Experimental Mayhem Unit
10518 USA|TX Cougarbots
10519 USA|TX LEGINTELLEX
10521 USA|WY Servo Sychos
10523 USA|AZ Dragons
10526 USA|TX BA WHITE: Structural Rampage
10527 USA|TX Tech-Knights
10528 USA|TX BOTS IN BLACK
10531 USA|OR Nā Mea Enchilada
10532 USA|NY Shrikes
10533 USA|UT OHMS FTC 2
10537 USA|GA Brobotix
10538 USA|MI Team KILT
10539 USA|NY Ultro
10540 USA|MI Gear Grinders Junior
10541 USA|WY RoboPanthers
10544 Canada|AB Cyber Eagles
10545 USA|MI Atomic Bombs
10547 USA|IA Mortal Combots
10551 USA|VA Fuzion
10552 USA|MI Concord Bot
10553 USA|NJ Anonymouse
10556 USA|NY Mulan
10559 USA|TX RoboSpike
10560 USA|MA Robo Hawks
10562 USA|MN Golden Crusaders
10565 USA|OR System Online
10566 USA|OH WRAptors - Dice
10567 USA|VA Voltage
10568 USA|MN The Regal Kiwis
10570 USA|VA CAT5 CyberCanes
10572 USA|TX Bear Essentials 
10573 USA|TX Garza Early College
10576 USA|TX Hard Manual Reset
10577 USA|TX Thunder Chicks
10579 USA|TX Obama HS
10580 USA|TX Knightmares
10581 USA|TX Cyborg Mustangs
10582 USA|NJ Emerald Knights
10583 USA|FL The Robotic Gladiators
10584 USA|FL Keystone Heights High School
10585 USA|OR .jpegasus
10588 USA|MO The Luxons
10590 USA|MN The Monkey Wrench Gang
10591 USA|MS Simpson County Future Engineers
10593 USA|CO Overdrive
10595 USA|MT Bison
10598 USA|CA Fusionyx
10599 USA|IA GMG Robotics
10601 USA|MI Calvary Baptist Academy
10602 USA|IA Nut and Bolt
10603 USA|NJ WOOD-CHIPS
10610 USA|AK Mears Gears
10611 USA|MI MooTech 
10615 USA|MI Jefferson CyDogs
10617 USA|MN MECHATECH
10618 USA|MO Team Rocket
10620 USA|MI Pioneer Circuit Breakers
10621 USA|IN North Robotics
10624 USA|UT TNT (terribly nice team)
10629 USA|UT EagleBots
10630 USA|IL Warinators
10632 USA|TX JECA RoboRaptors
10633 USA|NJ XLR8R
10635 USA|IL Unknown Element
10636 USA|MI Inventors
10637 USA|NC Pinecrest Patriots
10639 USA|NY RoboKnights
10641 USA|OK Atomic Gears
10644 USA|MI CyBugs
10645 USA|MI Hornet Hackers
10646 USA|IA Titanium-Griffins
10649 USA|TX Falconeers
10650 USA|FL HazMat Robotics Biohazards
10651 USA|MO C0de Breakerz
10652 USA|OR Robo Rebels
10653 USA|MI SASA DRAGATRONS
10656 USA|IA Falcon Bots
10657 USA|TX Error 409: Conflict
10659 USA|OR The Illuminati
10662 USA|MT Lazer Sharks in Space
10663 USA|MS Envisioneers
10664 USA|MN Attack on Robot
10668 USA|NC VikingWay
10669 USA|NJ Clutch Squad
10670 USA|FL RCR
10671 USA|MI Cyber Phoenix FTC
10673 USA|CA Spudbot
10674 USA|CA Raven Robotics
10675 USA|NY RoboRangers
10676 USA|TX Lady Warbots
10678 USA|MI Gear Grinders Junior 2.0
10681 USA|MO Nexus
10682 USA|NC North Moore Mustangs
10684 USA|UT Warpdrive
10685 USA|VA House of Jacks
10686 USA|WI Phoenix
10692 USA|MA Iron Horses
10693 USA|ND Washburn Inno-Vaders
10694 USA|UT Ultimum Dominarum 
10695 USA|UT Temporary
10696 USA|NY Syosset Syborgs
10698 USA|MI WMS Warriors
10699 USA|MI SASA Dragonators
10702 USA|OR RoboDogs I
10703 USA|LA Cyclones
10707 USA|CA GIRLBOTS  
10712 USA|CO Code Crushers
10716 USA|VA Titans
10717 USA|CA Robo-Cougars
10719 USA|MD Termigators
10721 USA|MI Vikings
10722 USA|UT RoboRaptors
10723 USA|MI SnowBots Blue
10725 USA|UT Elevated Engineering
10726 USA|TX The Dream Team
10730 USA|VT Bulldog Robotics 
10731 USA|WY Radioactive
10733 USA|MN Capitol Hill FTC
10735 USA|MI Jaxon Falcon Works
10736 USA|CO Wizards Robotics 10736
10739 USA|MO Friendly Robot Guys
10752 USA|TX Boss Hogg
10753 USA|TX G3
10755 USA|IN The Technomages
10756 USA|TX The Purple Vipers
10760 USA|WI FUNKtions
10761 USA|CA G.O.A.T.s
10763 USA|CT TECH LIONS
10767 USA|MA DEEZ GEARZ
10768 USA|FL Middleburg High School
10771 USA|PA Le Pamplemousse
10773 USA|RI Chariho Chargers2
10776 USA|NY Cosmobots
10779 USA|MI Short Circuit Spartans
10780 USA|NM Magdalena GeekBots
10782 USA|TX Clawbots
10785 USA|NJ Highlanders
10788 USA|NJ Mountain Lakes Robotics
10789 USA|CA Rebel Alliance
10794 USA|CA Spaceballs
10798 USA|ND Hazen Bison
10802 USA|TX BPORT Robotics
10803 USA|MI McU-Bots
10805 USA|MI MicroCreek
10809 USA|CA Crow Force 5
10812 USA|MI STEM-Bots
10813 USA|MI Kearsley Scrap Rats
10816 USA|RI WHALES
10818 USA|MI Bronco Robotics
10819 USA|OR Mechanical Eagles
10820 USA|CT Falconeers
10824 USA|WI Tesla Trojans
10825 USA|WY RoboBroncs Team 3
10829 USA|WI Bay Robotics
10830 USA|FL RoboPanthers2000
10831 USA|TX Raptors
10832 USA|TX Talon
10833 USA|MD Robo-Scorps
10835 USA|WA TestOA
10836 USA|IL STEMper Fi
10840 USA|TX πRate Crew
10844 USA|MI Wildbots
10847 USA|RI Robo Eagles
10849 USA|MI WMS Robotics
10851 USA|OH WASA
10859 USA|NC RACE
10860 USA|TX Boneyard Bandits
10861 USA|TX Transformerz
10862 USA|TX Droid Rage
10863 USA|TX Droid Rage
10867 USA|NJ TCH Tornado
10868 USA|MO Roboteer Cadets - Alpha Company
10869 USA|VA Maze Masters
10870 USA|NY Ardsley Robotics
10871 USA|KS Back seat driving with Gramma
10872 USA|KS SEND IT!!!!
10874 USA|NJ LIONS
10876 USA|KS Space Bears
10877 USA|CT Cardinals
10888 USA|IL Team J.A.R.V.I.S.
