6407 USA|TX Lutheran Mustangs
6417 USA|MD Blu Cru
6418 USA|OH NDCL Robotics
6420 USA|IA SabreHOOF Tigers
6424 USA|WA Oly Cow
6426 USA|WI RoboHodags
6427 USA|WA Wright Angle
6433 USA|FL Neutrinos
6436 USA|CA AlphaGenesis
6437 USA|WY Mad Hatters
6438 USA|NY Syndicate
6448 USA|LA Blue Jays
6450 USA|OH Jagbots
6453 USA|MO Grizzly Griffs
6454 USA|NY Saints Robotics
6455 USA|TX MoHawk Warriors Orange
6458 USA|IA Burgbots
6459 USA|IL The Chicago Style BotDogs
6460 USA|NY RoboWarriors
6474 USA|IA Griffin Gears
6475 USA|IA Innovation, Collaboration, and Excellence
6476 USA|OR Player 1
6481 USA|VA TechnoMancers
6482 USA|MI Red Storm Robotics-Red
6492 USA|IA Beaver Bots
6494 USA|MI Control Freaks WHITE
6496 USA|NY SEP Nerd Herd
6499 USA|IA Warrior Bots
6510 USA|TX CyberSharks
6516 USA|MS ChargerBots
6518 USA|IN TechnoDevils
6522 USA|VA Neon Drones
6527 USA|RI Powell Rangers
6532 USA|IA RoboBears
6540 USA|PA Lincoln1
6545 USA|IA Knight Riders
6546 USA|IA RoboCats
6547 USA|KS CAPS Cobalt Colts
6549 USA|PA Whoa!Bots
6551 USA|IA TigerHawks
6552 USA|PA Northeast High School
6556 USA|MS Tempest
6559 USA|WA Geared Reaction
6564 USA|OR Infinity Angles
6566 USA|TX Circuit Breakers
6567 USA|NY Roboraiders
6570 USA|CA Piradians
6574 USA|NY Task Main
6582 USA|AE Kaiserslautern HS - Raider Robotics
6583 USA|IA Bionikats
6590 USA|OR Ratchet Robotics
6596 USA|IL Robotic Rams
6606 USA|PA Dobbins Force
6613 USA|NJ YALiEns
6624 USA|IA Midgets
6625 USA|IA Enginerds
6633 USA|VA Technosaurus Rex
6635 USA|TX Panthers
6638 USA|IA RoboHawks
6640 USA|PA Robotussin
6652 USA|VA Los Chicos
6661 USA|IA Starmont Sundevils
6662 USA|IA Robo Falcons A
6666 USA|IA Bugs in the System
6675 USA|IL Chargers
6676 USA|PA RoboLancers Crimson
6677 USA|PA Techeads
6691 USA|IA Cyber Reality
6699 USA|MN Tempest
6700 USA|VA X BOTS
6704 USA|MS Bot Shop
6707 USA|MN Safety Crew
6708 USA|MN Frozen Fire
6710 USA|TX Sigmas
6712 USA|OR Bullet Proof
6717 USA|OR Category FIVE #6717
6719 USA|NJ Piotech
6721 USA|MN RoboSnakes
6723 USA|IA Flatline
6727 USA|OR Redmond Proficiency Academy
6728 USA|TX Frost Byte
6731 USA|VT Ringers
6735 USA|OK Team Medusa
6747 USA|GA TRANSFORMERS
6751 USA|MO Robo Vikings
6761 USA|NY TESLA Robots
6762 USA|CT N R G (Northwestern Robotics Gearheads)
6770 USA|MA Canalmen
6780 USA|OK Y-Not Robots²
6795 USA|TX Panthers 3
6811 USA|MI Hardcore Hard Drives
6816 USA|TX Falcon Fury
6831 USA|MS Robo Bearcats
6832 USA|TX Iron Reign
6833 USA|OR Event Horizon
6836 USA|PA PERK 1
6837 USA|NC Cannon Robotics Team - The Brobots
6889 USA|MO Robo Crusaders
6892 USA|TX Nameless
6899 USA|NY Blue Bots
6900 USA|AZ Watch Dogs
6901 USA|TX Droid Rage
6914 USA|WI Charging Chaos
6929 USA|CO Data Force
6931 USA|PA The Substantial Monocephalic BrainSTEM Robotics Team
6934 USA|NJ The TranSisters
6936 USA|NJ CodeRunners
6939 USA|NY Pandemonium
6942 USA|NY Pandemonium 2
6945 USA|NY System Overload
6949 USA|CA Einstein Eagles
6955 USA|NY RO Bo Vines
6962 USA|HI BnL Robotics
6963 USA|HI Poki Cacti
6971 USA|DE Robo Panthers
6972 USA|NC F.I.R.E. [Fantastically Inventive Robotic Engineers]
6973 USA|OK Radical Robotics
6974 USA|OK Ministry of Magic
6976 USA|TX Bronc Botz - Nano
6977 USA|WI eTREC
6980 USA|NJ Bad Wolf
6981 USA|WI Hortonville Robotics
6982 USA|CA Metal Magicians
6983 USA|NJ CouGEARS
6984 USA|WI STEMpocalypse
6985 USA|WI BroBots
6987 USA|OH HatTrix
6988 USA|GA CyberStingers Gold
6989 USA|GA 300 Robotics
6990 USA|TX Static Void
6994 USA|IL Machination
6996 USA|NY Oncoming Storm
7000 USA|MN 7 Above Zero
7002 USA|MT PhetaBots
7006 USA|IL RoboTitans
7007 USA|IL Techknow Bots
7012 USA|NY Redhawk Robotics
7017 USA|FL In Gear
7018 USA|OH Spartans
7021 USA|SC RoboEagles
7022 USA|AL Robostangs
7023 USA|MI HexaSonics
7026 USA|NJ JDroids
7027 USA|OR Lowell Robotics
7030 USA|IL RoboMinds
7031 USA|MI Battle Blazers
7034 USA|CT Singularity Technology
7035 USA|NY Radical Robots
7039 USA|VA Lord of the Bricks
7042 USA|VA Robo Hamsters
7043 USA|MI Golden Gears
7045 USA|MI BLOWNFUSES
7046 USA|RI The Spartins
7047 USA|MI Mechanical Monkeys (Bloomfield Hills Middle School)
7048 USA|MI Purple Protons
7049 USA|MI Omega Warriors
7053 USA|WY RoboBroncs Team 1
7055 USA|PA Cruzin' Comets
7064 USA|TX Techno Raiders 
7065 USA|MI JunkYard Bots
7071 USA|NJ EngiNerds
7074 USA|IL BOOC BOTS
7079 USA|TX Faltech
7080 USA|VA BACON
7083 USA|NC Team Tundrabots
7085 USA|MI F.L.A.G. Fight Like a Girl
7090 USA|VA First Appalachian Robotics
7092 USA|CA RoboRunners
7093 USA|RI RaiderBots
7095 USA|MO S.T.O.R.M.
7099 USA|OR PT Cruiser
7100 USA|OR RoboTweens
7101 USA|OR A Robot Named Desire
7105 USA|NC SWIFT Robotics
7110 USA|IA The Element of Surprise
7117 USA|VA The Blockheads
7120 USA|NY Bionica
7123 USA|SD The Fellowship of the Loose Screws
7128 USA|CA Tino Trail Blazers
7129 USA|IL Robo Raiders
7130 USA|IA Royal Robots
7135 USA|NH Hornets
7136 USA|OH Higgs Bosons
7138 USA|MI Mechanical Mayhem
7139 USA|MO KHS Robotics
7140 USA|MI Knightmares
7149 USA|NJ ENFORCERS
7152 USA|MN Robot Squad
7153 USA|GA Vindicem
7156 USA|AZ Wolves Robotics 2
7159 USA|CA Robo Ravens
7161 USA|TX ViperBots Hydra
7163 USA|OK The Bazinga Project
7164 USA|NY FalconBots
7167 USA|AZ Mecha Hawks
7170 USA|TX Gearnotics I
7171 USA|VA Shockwave
7172 USA|TX Technical Difficulties
7175 USA|CA Walbots
7182 USA|MD Mechanical Paradox Cubed
7189 USA|IA McKinley 5
7190 USA|MN Green Girls Robotics
7193 USA|IN South Spencer High School
7195 USA|CA The Mechanical Memes
7196 USA|IA Everything That is Radical
7198 USA|WA Cyborg Ferrets
7203 USA|FL KNO3
7208 USA|MT X Team Cryptobox Braniacs
7209 USA|AR Tech Hogs Robotics  
7215 USA|MI Turning Gears
7216 USA|TX NinjaSharks
7221 USA|AZ AMS Termitaurs
7224 USA|CO West Grand Robotics-Team 7224
7227 USA|CA Scorpion Robotics
7228 USA|MI Stryke Force - Special Air Service
7229 USA|IA bzBots
7230 USA|NY SAS Atoms
7231 USA|MN 4th Dimension 
7234 USA|IN Cville-ized Botman
7236 USA|IA Recharged Green
7238 USA|MI Blue and White Lightning Strikes
7239 USA|TX Java Juveniles
7242 USA|OK Bridge Creek RoboCats
7244 USA|PA OUT of the BOX
7245 USA|MA Big Green
7247 USA|IA The H2O Loo Bots
7251 USA|NJ Comets
7252 USA|MI Vicious Volts
7253 USA|MI Raging Robots
7254 USA|MI S.W.A.T. Shelby Wildcat Autonomous Techies
7255 USA|MI STEAM Stingers
7257 USA|OR Da Builders
7258 USA|IA Robo-ba-jojo
7259 USA|IA NRG
7260 USA|IA Polaris Tech
7261 USA|IA Omega Robotics
7263 USA|FL The Knights of Cavalry
7265 USA|MD Gear Grinders
7266 USA|MD Dragonettes
7278 USA|VA LibraryBots
7282 USA|MN Golden Girls
7283 USA|WY Fist Full of Axels
7286 USA|IL Wired Women
7288 USA|MN RoboGlaciers
7289 USA|MN Genius
7290 USA|MN JagWires
7297 USA|MA LiMITless
7298 USA|AK Sigma Force
7299 USA|WA Timber Bots
7300 USA|NC Guzzoline Robotics
7303 USA|CA RoboAvatars
7305 USA|MI The GearCats - Clague Middle School
7311 USA|NJ Terrier Byte Bots
7312 USA|NJ Terrier Byte Bots
7313 USA|MI Dominators
7314 USA|PA Sab-BOT-age
7316 USA|CA Iron Panthers
7317 USA|IL Quest Gators 
7318 USA|FL Phoenix Gears
7321 USA|FL Charlotte Surge
7324 USA|OH Root Access
7325 USA|MI Mechanical Eagles
7326 USA|MD Some Assembly Required
7328 USA|CA I. C. E.
7330 USA|WA Overlake FTC
7332 USA|IA DodgerBOTS
7333 USA|OR Combustible Lemons
7341 USA|FL F.R.E.N.C.H. F.R.I.E.S.
7343 USA|AR Blaze
7344 USA|TN VLTG
7346 USA|VA Mustachio Peanuts
7350 USA|NJ Watts NXT?
7351 USA|IL Dynamic Signals
7357 USA|MO Team Titanium Tech
7359 USA|MO S.W.A.T.
7360 USA|MI Gears and Spears
7366 USA|OK The Lab Rats
7372 USA|CA Norbots
7373 USA|GA Eagle Robotics - Carbon Fiber
7390 USA|CA M-SET Jellyfish
7391 USA|CA Error: 7391 Not Found
7393 USA|MD electron Volts
7398 USA|MS BLUE CREW
7400 USA|IA Kryptonian Eagles
7403 USA|MO The Grizzly Griffins
7407 USA|NY Team VEGA
7408 USA|MO Nuclear Unicorn Girl Assemblers (NUGA)
7414 USA|NJ Deceptibots
7415 USA|FL Psychobots
7416 USA|PA Silver Spartans
7417 USA|NY Portledge Robotics
7418 USA|VT Batteries Not Included
7419 USA|IN System Overload
7420 USA|NY MechaSpartans
7423 USA|PA Flaming Phoenix
7424 USA|MO Robotic Warriors
7431 USA|GA G.E.A.R.S. Silver
7433 USA|NJ The Cyclones - Storm Robotics Team
7437 USA|GA L.E.D. 
7438 USA|HI Hot Spot Robotics
7444 USA|NC Sisters of the Motherboard
7445 USA|MI Techno Hawks - Black Team
7452 USA|OK Iron Giants
7456 USA|WA VVMS RoboClub
7462 USA|WA Not to Scale
7464 USA|CA Capitals Engineering
7467 USA|MO SA-BOT-AGE
7468 USA|MD Blue Chariots of Fire
7469 USA|MO Blues Bots
7470 USA|OR Elite Tech
7473 USA|OR The Pride
7474 USA|OR VWA
7475 USA|NY The Navigators
7477 USA|FL Super 7
7479 USA|MI Techno Hawks - Red Team
7482 USA|GA Triple A Tigers
7486 USA|NY Suffern Robotics
7488 USA|NY Nuts and Volts
7491 USA|IA Robot Corps
7492 USA|OK Charged w/Battery
7495 USA|IA Rocketman
7496 USA|OR Cyberbots
7497 USA|OR Blackout
7498 USA|OR Elite Squad
7499 USA|OR The Nerdy Girls
7506 USA|OK Bomb Squad
7516 USA|OR Uranium 235
7518 USA|MD Quince Orchard CouGears
7519 USA|MD Quince Orchard CougarBotics
7525 USA|MO Nerdy Birds
7529 USA|IA BAYR  (bear)
7540 USA|MD Bludogs
7547 USA|MO JoeBotics
7548 USA|HI SPAREPARTS
7549 USA|HI Simmer
7550 USA|HI Fig Newtons
7553 USA|CA Team Loki
7556 USA|NJ Inner City Circuits
7571 USA|MA Alumineers
7572 USA|AR Lights Out Special Unit
7579 USA|FL GOAT (Getting Our Act Together)
7580 USA|VA Robot Life
7582 USA|NM Griffin Robotics Eagles
7584 USA|DE Bad News Bots
7588 USA|MN The PRIDE
7589 USA|MN Ciphers
7592 USA|FL Roarbots
7593 USA|CA TigerBots
7601 USA|OH Chain Saw
7604 USA|OR Meme Machine
7609 USA|CA Lions
7610 USA|CA Tino Frontier
7613 USA|AZ Sinagua Mustangs
7615 USA|TX Mustang Sallies
7618 USA|IA The Pi-neapples
7621 USA|IA The Pi-rates
7627 USA|IL Breaking Bot
7631 USA|DC Make It Epic
7641 USA|CA M-SET Betta Fish
7643 USA|MI Tiger Tech
7645 USA|CA BHS Robotics
7646 USA|MN Circuit Overlords
7649 Mexico|CHH Botrregos Jr. 7649
7650 USA|FL The Circuit Breakers
7662 USA|NY Dragons
7668 USA|MI Trojanbots
7673 USA|GA Dragons & Tiaras
7676 USA|WA Whidbey Island Wildcats
7678 USA|MO Eldon Gearheads
7682 USA|NC Friday Knights
7693 USA|MI TECHNADOS
7696 USA|CA RSF Singularity
7715 USA|IL Robotic Lions
7716 USA|AZ Knight Tech Robotics
7719 USA|FL Team RISE
7729 USA|VA Seahawks Robotics
7732 USA|WA Techno Tigers
7742 USA|WA The Electric Sheep
7743 USA|NY Lansing Bobcats
7750 USA|OR M&M's
7759 USA|WA Alpha
7760 USA|WA Delta
7766 USA|WA Cyber Coltz
7767 USA|CA Upper Echelon
7772 USA|MI P.A.N.T.H.E.R.S. - GRPS UPrep Academy
7776 USA|OR Loose Screws
7783 USA|TN Electric Wave
7788 USA|TX Travis Middle School Robotics
7790 USA|IN Tektonic Ninjas
7792 USA|MI Nindroids
7795 USA|CO CARACAS
7797 USA|TX Victorian Voltage
7802 USA|MS Challenge Accepted
7804 USA|NH Tie Fighters
7813 USA|NM Alpha Hawks
7814 USA|OK Weatherford Robotics Club
7823 USA|IA Roadrunner Robotics
7826 USA|FL Mini-Moose
7827 USA|VA Windsor High
7830 USA|WA Stewart Robotics
7831 USA|CA Titan
7832 USA|CA Gear Gurus
7833 USA|CA Imperial Tech Robotics
7834 USA|CA Girlrillaz
7835 USA|CA Victrix Aedifex
7837 USA|MI The Thunder Colts
7840 USA|AZ Hawk Robotics 
7841 USA|IA Ballen Pretzels 2
7842 USA|AL Browncoats
7844 USA|VA Ratchet Bots
7854 USA|CA MidKnight Madness
7856 USA|MO Blood Sweat & Gears
7867 USA|AE Robotica Santi
7868 USA|NE BB Tech Team
7869 USA|IL The Franken Botzz
7873 USA|OR Duct tape
7874 USA|OR system overload
7875 USA|OR Men In Green
7878 USA|OR Cougarbots
7880 USA|IA The Carnivorous Rabbits
7883 USA|PA Iron Patriots
7888 USA|PA RoboChicks
7890 USA|NY Space Lions
7896 USA|MN Into The Void
7897 USA|MN Knights of Procrastination
7898 USA|MN Royal Empire
7899 USA|MN Nameless Knights
7900 USA|MN The Danger Zone
7901 USA|MI Bulldozers
7902 USA|MI Da Cows
7911 USA|MI NC GEARS
7924 USA|NE Red Toques
7935 USA|WA The Dragons 2.0
7939 USA|OR Bolt Busters
7940 USA|OR The Clockwork Coalition
7941 USA|OR Dodo Control
7950 USA|MI The Pineapple Warriors
7951 USA|MO The KAONS
7953 USA|VA Vertigo
7955 USA|VA Archetype
7959 USA|NJ Cougar Cubs
7960 USA|PA FSS Falcons
7961 USA|MO MotorDame
7972 USA|MN The New Age
7974 USA|WI Great Scott!
7977 USA|WA Wolverines
7979 USA|WI Apple Tau
7983 USA|VA Upper School Science & Robotics
7984 USA|MO cyber dawgs
7988 USA|MD hound bots II
7989 USA|NC MOY Team I
7993 USA|TX VOLT
7994 USA|NJ HCST
8008 USA|IA Wolves
8014 USA|GA Teen Titans
8024 USA|MO Rebel Cats
8027 USA|MI Twisted Devils Blue
8030 USA|WA Steel Wings
8034 USA|MN Easy as Pi
8039 USA|CA Return of the Adrenaline Snails
8045 USA|OR Gromit's Grommets
8056 USA|OR Kronos
8061 USA|OR Gear Thieves
8063 USA|OR Aftershock
8073 USA|NY Quantum Chaos
8080 USA|TX IronClad
8081 USA|AZ Knights of the Lab Table
8085 USA|NJ GR Robotics
8094 USA|VA Robotic Rampage
8095 USA|VA NA Robotics
8097 USA|CA Botcats
8099 USA|WA Falcons
8101 USA|MN Robonados
8103 USA|WA null robotics
8108 USA|NY Theoretically Impossible
8109 USA|NY RISE Robotics
8110 USA|NY WiSE
8111 USA|OR nanoGIANTS
8114 USA|TX Lewisville HS
8120 USA|OH Electric Hornets
8129 USA|RI Sons of Liberty
8130 USA|TX Vikings
8132 USA|OR Gear Heads
8133 USA|MI Bionic Sailors
8136 USA|MO Raytown C2
8142 USA|MI BeastMode Mounties
8143 USA|MD Jagged Edge
8145 USA|NY Brighton Robotics
8148 USA|MA Aleph Bots
8149 USA|IN Red Alert: Panic in the Build Room
8151 USA|OR Tempest
8152 USA|CT Portland Cybernetics
8154 USA|OR Robotica
8155 USA|OR Bucks
8159 USA|OR Cloud Robotics
8161 USA|OR Short Circuit
8169 USA|OR Squid Squad
8173 USA|OR Robots of Rohan
8176 USA|OR Steelhead
8188 USA|OR Gear Heads
8194 USA|MD Digi-Gators
8196 USA|NY CTRL ALT WIN
8200 USA|NY BASE Steel Hawks
8201 USA|NY BASE Golden Eagles
8203 USA|TX The Theoreticals
8204 USA|TX Wylie East Robotics
8206 USA|MI Kearsley Clockworks
8214 USA|TX Dark Horse Robotics
8227 USA|MA Enginuity
8232 USA|CO The Blown Fuses
8239 USA|MI Vicious Vassar Vulcans
8242 USA|TX Steerminatorz
8243 USA|OR Giantbots
8245 USA|MA CohBots
8254 USA|MA Spartans
8271 USA|MT The Knights of Nee
8272 USA|IN CC Sparks
8275 USA|VA Tech Busters
8280 USA|UT R^2
8284 USA|TX Geek Squad
8291 USA|TX Bulldog Robotics
8294 USA|CO The Oysters
8295 USA|TX Baron Alpha
8297 USA|VA Geared UP!
8304 USA|VT Wired Cats
8309 USA|MS Team Voyage
8315 USA|WV Logan Middle School
8323 USA|MI Vikings
8325 USA|NY Oyster Bot
8338 South Korea|44 Team Shatterdome
8341 USA|MS The RAMs
8346 USA|TX LOROTECH
8365 USA|NY Gear Masters
8366 USA|TX Dragon Domination
8367 USA|CA ACME Robotics
8369 USA|MI Tigers Robotics
8372 USA|OR TNT (Trial N Terror)
8373 USA|AR Diva Force
8375 USA|CA Vulcan Robotics
8379 USA|MA The Parity Bits
8380 USA|CA UC Robotics
8381 USA|CA M
8383 USA|VA OddBots
8387 USA|FL Biohazardous
8391 USA|CT W-Prime Robotics
8392 USA|FL Lift-Off!   
8393 USA|PA The Giant Diencephalic BrainSTEM Robotics Team
8395 USA|MD The A-Team
8396 USA|CA Secret Team
8397 USA|NY Beta
8400 USA|UT Randomonium
8401 USA|VA McNair Robotics
8403 USA|MO Kilobytes
8404 USA|CA Quixilver 
8405 USA|NJ Millburn Robotics
8406 USA|TX Filthy Horde
8409 USA|RI Leonidas
8411 USA|TN SHARP
8413 USA|RI Invaders
8415 USA|CA ANCroid
8417 USA|KY 'Lectric Legends
8418 USA|TX The League of Legendary Scientists
8421 USA|NJ Tigers
8424 USA|TX Cyber Eagles
8425 USA|TX Divastatorz
8426 USA|OH CMS Robotics
8433 USA|GA CyberStingers Green
8435 USA|IN KnightBots
8438 USA|MN Quantum Leap
8443 USA|ID STEM 91
8444 USA|ID STEM 92
8445 USA|ID STEM 93
8461 USA|MO Elementary  My Dear Botson
8466 USA|OR The Fellowship of the Robot
8468 USA|PA The Javengers
8470 USA|MA Team Technado
8472 USA|CA ROBOTATOES
8473 USA|MN Blue Lightning
8474 USA|VA Duck Tape Duckies
8477 USA|SC Rohming Robots
8478 USA|MI E-Bots
8479 USA|MD RoboCavs Gold
8480 USA|PA Technobots
8482 USA|MI Robobucs
8485 USA|NJ CouBOTS
8487 USA|MI Robo Toasters Orange
8490 USA|NY Mamaroneck Tigers
8492 USA|MI Titanium Trojans
8495 USA|WA LeoTech
8496 USA|CA Heat It Up and Keep It Cool
8497 USA|OH Hal
8499 USA|AZ Robo Hawks
8505 USA|SC HighTechLanders
8509 USA|PA STEEL Serpents
8511 USA|MI Gryphon Bots
8513 USA|MI Joe Bots - Maize
8514 USA|TX BA GREEN: Robotonics
8519 USA|MA Mad McCannics
8526 USA|VT Aluminum Avian Antics
8527 USA|NY Bond Bots
8528 USA|DE Rhyme Know Reason
8529 USA|MI Team R.O.B.O.T.I.C.S.
8531 USA|MI GA Bots
8532 USA|MA Falcons
8533 USA|MI CSPA Miners
8534 USA|NC Mechalodons
8535 USA|VA Game Masters
8539 USA|AK Bazinga Bots
8541 USA|TX Blue Chargerbots
8548 USA|WA Oly Cannoli
8553 USA|MI Stryke Force - Screaming Eagles
8554 USA|TX Team Rattlers
8555 USA|TX Earth, Wind, and Fire
8556 USA|TX Cyborgs
8557 USA|TX USB-TEAM
8558 USA|TX Tune Squad
8559 USA|TX GET
8562 USA|IA The Wolverine Machine
8563 USA|WA The Other One
8564 USA|CA Lockdown
8565 USA|TX TechnicBots
8567 USA|WA RoboPir8s
8568 USA|NY Spencerport Tech Rangers
8569 USA|NC RoboKnights
8570 USA|AZ InFALAbles
8572 USA|WI Wall-Y Robotics
8573 USA|OH Open Source
8574 USA|NJ WeByte
8577 USA|CA Robocats
8578 USA|IN Juden-Ki Robotics
8579 USA|MI Classical Engineers
8580 USA|MI Oakview CyberDragons
8581 USA|OH Ædificatores
8582 USA|MD Heavy Metal
8588 USA|IA Finger Puppet Mafia
8590 USA|OR Bear Mettle
8591 USA|NJ Mega Mekanoids
8593 USA|MI No Limits
8601 USA|FL Godly Gears
8603 USA|MI The Fighting Gnomes
8605 USA|CA RSF Logitechies
8606 USA|CA RSF Intergalactic Dragons
8608 USA|IL Shockwave
8610 USA|OR ToborTech
8611 USA|IA MECattack
8613 USA|MI Golden Gears
8615 USA|MI iSpartans
8617 USA|FL Techno Tigers
8619 USA|VA Cerebrum Bellatorum
8620 USA|IL Wormgear Warriors
8621 USA|MI G3: Geeks, Gears & Gadgets Blue
8624 USA|CA Spectrum
8626 USA|TX The Prototypes
8627 USA|TX Shambots2.0
8628 USA|WA Chickenados
8630 USA|VA Sparky Jr.
8633 USA|TX Dragons
8635 USA|CA RV Robo Squad
8636 USA|MN FIRE
8637 USA|MN Glitchy Bears
8638 USA|OK tadpole
8641 USA|UT The Masters
8642 USA|OH It's Complicated!
8644 USA|MA The Brainstormers
8645 USA|PA Robotic Doges
8646 USA|MI Team KAOS
8647 USA|LA Super Cell
8648 USA|IL Manual Academy Rams
8649 USA|IA Wolves
8650 USA|IA Firebreathing Rubber Duckies
8651 USA|MS Wait For It...
8652 USA|VA The Air Conditioned Kilts / Warriors
8655 USA|MO The Clockworks
8656 USA|MI Robo-Jackets
8661 USA|IA Wildcats
8662 USA|WA Edge Robotics
8668 USA|TX Error 404: Team Name Not Found
8671 USA|MO Dragons
8672 USA|IA UBett
8673 USA|VA Error 404
8678 USA|GA The Calvary
8680 USA|WI Kraken-Pinion 
8683 USA|TX Game Changers
8686 USA|MN Height Differential
8688 USA|MI Marysville Jr Vi-Bots
8690 USA|MS Twisted Circuits
8691 USA|WA Hawkinators
8692 USA|WA Arrow Tech
8693 USA|WA Scarabs
8695 USA|IA Tri Hards
8696 USA|IA Trobotix
8698 USA|IL Guilford Vikings
8699 USA|CT The League of Extraordinary Roboticist 
8702 USA|VA Innovotics
8703 USA|LA Tiger Robotics
8706 USA|IL Auburn High School 
8707 USA|TX Bulldog Robotics
8708 USA|IL Erabotics
8709 USA|IL Roosevelt High School 
8711 USA|IN The Gas Attendants
8719 USA|OH QuantumLeap
8720 USA|OR Insert Name Here
8721 USA|NY Mighty Mechanics (FHRL)
8728 USA|IL Bionic Wolves
8729 USA|MN Blue Energy
8730 USA|PA Palumbo
8733 USA|MI RoboVikings
8734 USA|MI Actuators
8738 USA|NC Dream Achievers
8740 USA|HI 'Iobotics
8741 USA|HI 'Iobotics
8742 USA|CA RoboTechs
8743 USA|IA Raw Bacon
8745 USA|WA Binary Blackbirds
8746 USA|IN EFF5 (Engineering for Fun 5)
8749 USA|IA Robota White
8753 USA|MI The Eagles
8755 USA|WI E-Storm
8764 USA|VA The Mob Bots
8767 USA|NY Deus ex Machina
8769 USA|NC Rush Robotics
8772 USA|MS RoboWildcats
8775 USA|DE Protocol : CI 
8777 USA|MI The Goonies
8778 USA|UT Grid Skippers
8781 USA|MS The Ironclads
8782 USA|MO Robot Bandits
8784 USA|AZ Sprockets
8788 USA|VA Mistakes Were Made
8790 USA|TX Mohawk Warriors Gold
8791 USA|IN Green Machine
8793 USA|IN Wired Woodmen
8794 USA|WA Technovikings
8795 USA|HI TrojanBots
8796 USA|FL Clay 
8797 USA|FL Oakleaf High School
8798 USA|FL Aluminati Industries
8799 USA|FL Robo Tigers
8801 USA|IA Sioux Center
8803 USA|MS East Rankin Robotics
8804 USA|CA TeknoForce
8805 USA|CO West Grand Robotics- Team 8805
8806 USA|NY The Dark Matter Dragons
8807 USA|IA Molten Sprockets
8808 USA|MN Ponytail Posse
8811 USA|TX Robo*Bison Amistad
8812 USA|NJ CyberRaptors
8813 USA|IA The Winter Soldiers
8816 USA|NJ 22nd Century Robotics
8817 USA|IL Fruit Salad
8818 USA|NY Portledge Panthers
8823 USA|WI Mariner Mayhem
8824 USA|NE RoboStorm
8825 USA|OK CADFish
8837 USA|TN RMS Ninjineers
8838 USA|TX El Lago Robotics
8845 USA|MI the wild bees
8856 USA|MO GHS Robotics Blue
8863 USA|NY Precision Cut-Ups
8865 USA|CA The Intersect
8866 USA|OK Wot N' Robot Creation
8867 USA|PA Broken Image Link
8872 USA|CA Robopocalypse
8875 USA|GA Critical Error
8879 USA|MD Bot Brigade Quantum
8881 USA|OR CAD Corps (Cardboard and Duct Tape - Code of Real Pirates)
8882 USA|IA Annihil8ors
8884 USA|PA RoboPanthers
8886 USA|TX Saber Robotics
8887 USA|IA MHS Botcats
8888 USA|NH Infinity Factor
8892 USA|OR PHRED
8894 USA|CA Class 7
8895 USA|MO Eagles
8897 USA|LA Sacred Heart Saints
8898 USA|HI 'Iobotics
8899 USA|IL EP Robo Raiders
8902 USA|NJ Cosmic Goose
8904 USA|IA Ninja Teutles
8905 USA|MO Statesbots- Orange
8906 USA|CA ROARbots
8907 USA|IL Blue Box Bots
8908 USA|FL Robo Mojo
8910 USA|VA Veri-Tech
8913 USA|KY Brainy Bots
8919 USA|MN FireStormers
8922 USA|IA STEAMpunks
8923 USA|WA Perpetual Velocity
8930 USA|IA Tech-Nical Difficulties
8931 USA|CO RT Dawson
8932 USA|MI Wildcats
8935 USA|MI Twisted Metal
8943 USA|IL OOPS! Robotics
8945 USA|FL Touch-Down!
8947 USA|NC Techtonics
8949 USA|OR The Gifted Gears
8953 USA|IA Bosco Botz
8955 USA|NM R^2 D^2
8956 USA|LA Team Pyrogen
8962 USA|MN TimeCrafters
8967 USA|MN Rosemount Middle Robotics
8969 USA|CO Control-Alt-Defeat
8970 USA|OR Go4Bots-Go4naughts
8971 USA|IN Diamond Blades
8975 USA|NY Nut Jobs
8977 USA|MN Sunburst
8980 USA|MN Retro Tech
8983 USA|CT Mechwarriors
8985 USA|WA CyberCharge
8987 USA|MI Robobucs
8988 USA|IA Bellevue Blockheads
8990 USA|CO Mile High Academy Mustangs
8993 USA|MD Wing Makers - Circle of Wizards
8995 USA|AZ Jaegers
8998 USA|CA Royal PIE Robotics
9000 USA|TX FTC9000
9001 USA|TX Over 9000
9006 USA|MA A Paradigm Shift
9010 USA|TX Robotic Rangers
9013 USA|FL Merritt Island Matrix
9014 USA|CA Fireworks
9019 USA|AK Nuclear Wolves
9020 USA|MI iCreek
9021 USA|NC TMSA Cyber Tigers
9024 USA|NY Juggerknights
9025 USA|IA The Crest
9026 USA|OR Geartastic 6
9027 USA|MO Synergistic Effect
9028 USA|MI Savage Warriors
9034 USA|KS Mustangs 
9040 USA|CA STEAMpunks Alpha
9042 USA|NJ The MidKnight Magic
9044 USA|OR NERD
9045 USA|TX Motorhead
9048 USA|TX Philobots
9049 USA|CA RoboPuffs
9052 USA|IA Recharged Orange
9053 USA|TX Psionics
9054 USA|TX Viridian Robotic
9058 USA|OR Lord of the Gears 
9059 USA|OR Tehwurlisis
9060 USA|OR Smarties
9062 USA|NC Jr. Clawbotz
9063 USA|NC Claws of Steel
9064 USA|VA Nerds of the North
9066 USA|HI Eighty Twenty
9068 USA|CO El Paso 4-H FTC 
9070 USA|MI Techno Warriors
